0,2015-05-15T14:27:10.547Z,-0.3 psi
0,2015-05-15T14:27:11.652Z,-0.3 psi
0,2015-05-15T14:27:12.762Z,-0.3 psi
0,2015-05-15T14:27:13.872Z,-0.3 psi
0,2015-05-15T14:27:14.982Z,-0.3 psi
0,2015-05-15T14:27:16.092Z,-0.3 psi
0,2015-05-15T14:27:17.202Z,-0.3 psi
0,2015-05-15T14:27:18.312Z,-0.3 psi
0,2015-05-15T14:27:19.422Z,-0.3 psi
0,2015-05-15T14:27:20.532Z,-0.3 psi
0,2015-05-15T14:27:21.642Z,-0.3 psi
0,2015-05-15T14:27:22.748Z,-0.3 psi
0,2015-05-15T14:27:23.861Z,-0.3 psi
0,2015-05-15T14:27:24.964Z,-0.3 psi
0,2015-05-15T14:27:26.074Z,-0.3 psi
0,2015-05-15T14:27:27.184Z,-0.3 psi
0,2015-05-15T14:27:28.293Z,-0.3 psi
0,2015-05-15T14:27:29.400Z,-0.3 psi
0,2015-05-15T14:27:30.509Z,-0.3 psi
0,2015-05-15T14:27:31.619Z,-0.3 psi
0,2015-05-15T14:27:32.730Z,-0.3 psi
0,2015-05-15T14:27:33.839Z,-0.3 psi
0,2015-05-15T14:27:36.059Z,-0.3 psi
0,2015-05-15T14:27:37.171Z,-0.3 psi
0,2015-05-15T14:27:38.279Z,-0.3 psi
0,2015-05-15T14:27:39.389Z,-0.3 psi
0,2015-05-15T14:27:40.499Z,-0.3 psi
0,2015-05-15T14:27:41.609Z,-0.3 psi
0,2015-05-15T14:27:42.716Z,-0.3 psi
0,2015-05-15T14:27:43.825Z,-0.3 psi
0,2015-05-15T14:27:44.935Z,-0.3 psi
0,2015-05-15T15:48:18.753Z,-0.3 psi
0,2015-05-15T15:48:19.469Z,-0.3 psi
0,2015-05-15T15:48:20.579Z,-0.3 psi
0,2015-05-15T15:48:21.689Z,-0.3 psi
0,2015-05-15T15:48:22.795Z,-0.3 psi
0,2015-05-15T15:48:23.904Z,-0.3 psi
0,2015-05-15T15:48:25.014Z,-0.3 psi
0,2015-05-15T15:48:26.125Z,-0.3 psi
0,2015-05-15T15:48:27.230Z,-0.3 psi
0,2015-05-15T15:48:28.340Z,-0.3 psi
0,2015-05-15T15:48:29.450Z,-0.3 psi
0,2015-05-15T15:48:30.560Z,-0.3 psi
0,2015-05-15T15:48:31.670Z,-0.3 psi
0,2015-05-15T15:48:32.780Z,-0.3 psi
0,2015-05-15T15:48:33.886Z,-0.3 psi
0,2015-05-15T15:48:34.996Z,-0.3 psi
0,2015-05-15T15:48:36.105Z,-0.3 psi
0,2015-05-15T15:48:37.216Z,-0.3 psi
0,2015-05-15T15:48:38.322Z,-0.3 psi
0,2015-05-15T15:48:39.432Z,-0.3 psi
0,2015-05-15T15:48:40.542Z,-0.3 psi
0,2015-05-15T15:48:41.652Z,-0.3 psi
0,2015-05-15T15:48:42.758Z,-0.3 psi
0,2015-05-15T15:48:43.867Z,-0.3 psi
0,2015-05-15T15:48:46.083Z,-0.3 psi
0,2015-05-15T15:48:47.193Z,-0.3 psi
0,2015-05-15T15:48:48.299Z,-0.3 psi
0,2015-05-15T15:48:49.409Z,-0.3 psi
0,2015-05-15T15:48:50.519Z,-0.3 psi
0,2015-05-15T15:48:51.629Z,-0.3 psi
0,2015-05-15T15:48:52.735Z,-0.3 psi
0,2015-05-15T15:48:53.845Z,-0.3 psi
0,2015-05-15T15:48:54.951Z,-0.3 psi
0,2015-05-15T15:48:56.061Z,-0.3 psi
0,2015-05-15T15:48:57.171Z,-0.3 psi
0,2015-05-15T15:48:58.281Z,-0.3 psi
0,2015-05-15T15:48:59.391Z,-0.3 psi
0,2015-05-15T15:49:00.501Z,-0.3 psi
0,2015-05-15T15:49:01.610Z,-0.3 psi
0,2015-05-15T15:49:02.720Z,-0.3 psi
0,2015-05-15T15:49:03.826Z,-0.3 psi
0,2015-05-15T15:49:04.936Z,-0.3 psi
0,2015-05-15T15:49:06.046Z,-0.3 psi
0,2015-05-15T15:49:07.156Z,-0.3 psi
0,2015-05-15T15:49:08.266Z,-0.3 psi
0,2015-05-15T15:49:09.372Z,-0.3 psi
0,2015-05-15T15:49:10.482Z,-0.3 psi
0,2015-05-15T15:49:11.588Z,-0.3 psi
0,2015-05-15T15:49:13.808Z,-0.3 psi
0,2015-05-15T15:49:14.914Z,-0.3 psi
0,2015-05-15T15:49:16.024Z,-0.3 psi
0,2015-05-15T15:49:17.130Z,-0.3 psi
0,2015-05-15T15:49:18.240Z,-0.3 psi
0,2015-05-15T15:49:19.350Z,-0.3 psi
0,2015-05-15T15:49:20.460Z,-0.3 psi
0,2015-05-15T15:49:21.571Z,-0.3 psi
0,2015-05-15T15:49:22.675Z,-0.3 psi
0,2015-05-15T15:49:23.786Z,-0.3 psi
0,2015-05-15T15:49:24.897Z,-0.3 psi
0,2015-05-15T15:49:26.005Z,-0.3 psi
0,2015-05-15T15:49:27.115Z,-0.3 psi
0,2015-05-15T15:49:28.221Z,-0.3 psi
0,2015-05-15T15:49:29.331Z,-0.3 psi
0,2015-05-15T15:49:30.441Z,-0.3 psi
